pickup_longitude,pickup_latitude,region
-73.94622802734375,40.792346954345696,0
-73.95540618896483,40.81465911865234,0
-73.96482849121092,40.80685043334961,0
-73.94666290283203,40.80582046508789,0
-73.94580841064453,40.79287338256836,0
-73.93901824951173,40.7917594909668,0
-73.94007873535155,40.79392623901367,0
-73.93470764160156,40.79834747314453,0
-73.94950103759764,40.802024841308594,0
-73.95600128173827,40.80358505249024,0
-73.93643188476561,40.79888916015625,0
-73.95893859863281,40.81526184082031,0
-73.94097900390625,40.80523300170898,0
-73.94293975830078,40.81101608276367,0
-73.94803619384764,40.814571380615234,0
-73.95710754394531,40.81222915649414,0
-73.95410919189453,40.806251525878906,0
-73.9417953491211,40.79854583740234,0
-73.96405792236328,40.80804061889648,0
-73.95803833007811,40.81567001342773,0
-73.94580841064453,40.80157852172852,0
-73.94318389892578,40.81111526489258,0
-73.95004272460938,40.79574966430664,0
-73.93778228759764,40.79718399047852,0
-73.94107055664062,40.792572021484375,0
-73.93829345703125,40.811859130859375,0
-73.95607757568358,40.8132438659668,0
-73.93791961669923,40.79680633544922,0
-73.95867156982422,40.81512069702149,0
-73.93912506103516,40.810646057128906,0
-73.9527587890625,40.80238723754882,0
-73.94492340087889,40.80866622924805,0
-73.9410629272461,40.7925033569336,0
-73.93757629394531,40.79710006713867,0
-73.94727325439453,40.80543899536133,0
-73.93860626220702,40.795806884765625,0
-73.93916320800781,40.80487823486328,0
-73.94634246826173,40.798038482666016,0
-73.93659210205078,40.79868316650391,0
-73.93890380859375,40.795555114746094,0
-73.95828247070312,40.81074905395508,0
-73.95914459228516,40.80904769897461,0
-73.95864868164062,40.81534957885742,0
-73.96053314208984,40.806861877441406,0
-73.9441146850586,40.79529571533203,0
-73.93839263916014,40.80569076538086,0
-73.93689727783203,40.813941955566406,0
-73.93550109863281,40.79613876342773,0
-73.94129943847656,40.80779647827149,0
-73.94487762451173,40.80281066894531,0
-73.95029449462889,40.795291900634766,0
-73.93282318115233,40.79581451416016,0
-73.94837951660156,40.80879974365234,0
-73.94468688964844,40.79460906982422,0
-73.93875122070312,40.79591751098633,0
-73.93827819824217,40.80317306518555,0
-73.95276641845702,40.810745239257805,0
-73.94854736328125,40.8032455444336,0
-73.95265197753906,40.808067321777344,0
-73.9588623046875,40.81534957885742,0
-73.9494400024414,40.812618255615234,0
-73.945556640625,40.80034637451172,0
-73.93382263183594,40.80251693725586,0
-73.93765258789062,40.7969207763672,0
-73.96324920654298,40.81095123291016,0
-73.94200897216798,40.798099517822266,0
-73.93728637695312,40.81011962890625,0
-73.9480209350586,40.793018341064446,0
-73.9568862915039,40.80250549316406,0
-73.94991302490233,40.80195999145508,0
-73.94425201416014,40.791481018066406,0
-73.96131134033203,40.80666732788086,0
-73.959228515625,40.809478759765625,0
-73.95179748535155,40.81214141845703,0
-73.95579528808595,40.80386352539063,0
-73.95900726318358,40.81494903564453,0
-73.93340301513672,40.79513168334961,0
-73.96282958984375,40.805084228515625,0
-73.93546295166014,40.79584884643555,0
-73.93462371826173,40.801372528076165,0
-73.9417724609375,40.791606903076165,0
-73.9505386352539,40.79510116577149,0
-73.96443939208984,40.80723571777344,0
-73.9578857421875,40.80119323730469,0
-73.9407958984375,40.80842971801758,0
-73.95418548583984,40.80389404296875,0
-73.94200134277342,40.7979850769043,0
-73.9623031616211,40.80504989624024,0
-73.9578628540039,40.80110931396485,0
-73.95264434814453,40.808250427246094,0
-73.95122528076173,40.794044494628906,0
-73.94103240966798,40.79264068603516,0
-73.93785858154298,40.79701614379882,0
-73.93788146972656,40.79695129394531,0
-73.94136810302734,40.80879974365234,0
-73.94343566894531,40.81080627441406,0
-73.9586639404297,40.80239868164063,0
-73.96117401123048,40.81184768676758,0
-73.93925476074217,40.80509185791016,0
-73.96292114257811,40.80416870117188,0
-73.94666290283203,40.79177474975586,0
-73.96375274658203,40.8081512451172,0
-73.95323181152342,40.80596923828125,0
-73.94103240966798,40.792644500732415,0
-73.9351806640625,40.800758361816406,0
-73.9529571533203,40.806278228759766,0
-73.94895172119139,40.7974090576172,0
-73.93994903564453,40.79378128051758,0
-73.95352935791014,40.80693054199219,0
-73.92504119873048,40.81010055541992,0
-73.9500732421875,40.793018341064446,0
-73.94215393066406,40.79791259765625,0
-73.9345703125,40.80323028564453,0
-73.9352035522461,40.80070877075195,0
-73.96013641357422,40.80134201049805,0
-73.96224975585938,40.81052017211913,0
-73.93590545654298,40.799652099609375,0
-73.95990753173827,40.808197021484375,0
-73.92588043212889,40.807861328125,0
-73.96256256103516,40.80465698242188,0
-73.93805694580078,40.796630859375,0
-73.94454956054686,40.7946891784668,0
-73.95313262939453,40.8074607849121,0
-73.94054412841797,40.79317474365234,0
-73.96390533447266,40.808349609375,0
-73.93890380859375,40.80266952514648,0
-73.96239471435547,40.81032180786133,0
-73.95868682861328,40.800811767578125,0
-73.9355926513672,40.796966552734375,0
-73.96379089355469,40.808460235595696,0
-73.96347808837889,40.80887985229492,0
-73.96388244628906,40.80818939208984,0
-73.9578399658203,40.801048278808594,0
-73.96400451660156,40.8081169128418,0
-73.96233367919923,40.81023025512695,0
-73.93408203125,40.802200317382805,0
-73.95999145507811,40.81372833251953,0
-73.9641876220703,40.807476043701165,0
-73.93965911865233,40.79445266723633,0
-73.96134948730467,40.81174087524414,0
-73.95281219482422,40.80247116088867,0
-73.9394302368164,40.80517959594727,0
-73.96488189697266,40.80686950683594,0
-73.96051025390625,40.81285858154297,0
-73.93406677246092,40.80223083496094,0
-73.95349884033203,40.80204391479492,0
-73.95877838134764,40.810035705566406,0
-73.96104431152342,40.81175231933594,0
-73.9461212158203,40.79248046875,0
-73.91770172119139,40.80387115478516,0
-73.94146728515625,40.81320571899414,0
-73.95256805419923,40.79835891723633,0
-73.94975280761719,40.80213928222656,0
-73.95452117919923,40.81584930419922,0
-73.95785522460938,40.80118942260742,0
-73.93519592285155,40.79610443115234,0
-73.96051025390625,40.80150985717773,0
-73.96419525146483,40.807987213134766,0
-73.94580078125,40.81267547607422,0
-73.93302154541014,40.80352783203125,0
-73.94425964355469,40.79219818115234,0
-73.94495391845702,40.79997253417969,0
-73.94473266601561,40.8089256286621,0
-73.95246124267578,40.8083381652832,0
-73.96484375,40.806907653808594,0
-73.95683288574217,40.8024787902832,0
-73.96262359619139,40.804969787597656,0
-73.93651580810547,40.8140106201172,0
-73.9541473388672,40.801265716552734,0
-73.9351806640625,40.80094909667969,0
-73.95965576171875,40.80876922607422,0
-73.93904876708984,40.80572128295898,0
-73.95822143554686,40.81599044799805,0
-73.95288848876953,40.81051254272461,0
-73.94393920898438,40.79560089111328,0
-73.95857238769531,40.81005096435546,0
-73.93761444091797,40.79291915893555,0
-73.93608093261719,40.799442291259766,0
-73.94481658935547,40.79434585571289,0
-73.94483947753906,40.802921295166016,0
-73.95995330810547,40.81364822387695,0
-73.9627227783203,40.80974960327149,0
-73.93875122070312,40.80249786376953,0
-73.95733642578125,40.8120002746582,0
-73.94584655761719,40.792850494384766,0
-73.95574188232422,40.80398941040039,0
-73.95468902587889,40.80078887939453,0
-73.95372772216798,40.80656051635742,0
-73.94109344482422,40.81373977661133,0
-73.92723846435547,40.8112907409668,0
-73.95205688476561,40.79300308227539,0
-73.96464538574217,40.8072509765625,0
-73.95935821533203,40.80094909667969,0
-73.94165802001953,40.8095703125,0
-73.93724822998048,40.80420684814453,0
-73.94268798828125,40.811466217041016,0
-73.9378433227539,40.79703140258789,0
-73.94606018066406,40.808101654052734,0
-73.95811462402342,40.81548690795898,0
-73.95309448242188,40.807579040527344,0
-73.9622573852539,40.81040954589844,0
-73.95855712890625,40.80012130737305,0
-73.96186828613281,40.8110580444336,0
-73.93777465820312,40.81267929077149,0
-73.95599365234375,40.80379104614258,0
-73.93988800048828,40.794281005859375,0
-73.9477310180664,40.8095588684082,0
-73.94991302490233,40.79590606689453,0
-73.94854736328125,40.80342483520508,0
-73.94944763183594,40.80693817138672,0
-73.96250152587889,40.8117561340332,0
-73.94193267822266,40.79135513305664,0
-73.94925689697266,40.801856994628906,0
-73.95834350585938,40.81535339355469,0
-73.95878601074217,40.799652099609375,0
-73.9467544555664,40.80043029785156,0
-73.94158172607422,40.79874038696289,0
-73.9466323852539,40.80613708496094,0
-73.95488739013672,40.80022048950195,0
-73.95154571533203,40.79954528808594,0
-73.95831298828125,40.800872802734375,0
-73.94985961914062,40.797969818115234,0
-73.96217346191406,40.80544662475586,0
-73.93515014648438,40.79629135131836,0
-73.95496368408203,40.80752182006836,0
-73.95249938964844,40.80086517333984,0
-73.95156860351561,40.79962158203125,0
-73.96494293212889,40.80701446533203,0
-73.96430969238281,40.80750274658203,0
-73.9601821899414,40.808231353759766,0
-73.96228790283203,40.81051635742188,0
-73.95248413085938,40.810672760009766,0
-73.95340728759764,40.806190490722656,0
-73.96486663818358,40.80688095092773,0
-73.94951629638672,40.796550750732415,0
-73.96389007568358,40.80824279785156,0
-73.93638610839844,40.7988739013672,0
-73.96229553222656,40.8099479675293,0
-73.95783233642578,40.81131362915039,0
-73.93497467041014,40.80099868774414,0
-73.95943450927734,40.80938720703125,0
-73.9411849975586,40.79241943359375,0
-73.95472717285155,40.80546188354492,0
-73.93781280517578,40.81246948242188,0
-73.94091796875,40.80821228027344,0
-73.93482971191406,40.80130386352539,0
-73.9389419555664,40.80514907836913,0
-73.96234130859375,40.81037521362305,0
-73.93744659423827,40.80447006225586,0
-73.9495391845703,40.796348571777344,0
-73.95733642578125,40.80181884765625,0
-73.94451904296875,40.80615997314453,0
-73.95391082763672,40.80630874633789,0
-73.93734741210938,40.80456161499024,0
-73.94991302490233,40.80197143554688,0
-73.95390319824217,40.80144119262695,0
-73.94798278808595,40.79852294921875,0
-73.962890625,40.80440139770508,0
-73.94641876220702,40.80662536621094,0
-73.94463348388672,40.79150390625,0
-73.96231079101561,40.80497741699219,0
-73.94718170166014,40.801902770996094,0
-73.96412658691406,40.807929992675774,0
-73.95582580566406,40.803855895996094,0
-73.9588165283203,40.81627655029297,0
-73.96116638183594,40.80634689331056,0
-73.94860076904298,40.808868408203125,0
-73.94570922851561,40.801979064941406,0
-73.94747924804686,40.81514358520508,0
-73.96114349365233,40.80681991577149,0
-73.9445571899414,40.79458999633789,0
-73.93775177001953,40.79718017578125,0
-73.95844268798828,40.81578826904297,0
-73.9580078125,40.81536865234375,0
-73.96478271484375,40.80698013305664,0
-73.9627685546875,40.8114013671875,0
-73.9532470703125,40.804420471191406,0
-73.95880889892578,40.8006706237793,0
-73.95628356933594,40.80317306518555,0
-73.95851135253906,40.80015563964844,0
-73.95421600341797,40.805782318115234,0
-73.93936157226561,40.80508804321289,0
-73.96241760253906,40.8047981262207,0
-73.94011688232422,40.80059051513672,0
-73.96119689941406,40.81209945678711,0
-73.94390106201173,40.79539108276367,0
-73.95652770996092,40.812942504882805,0
-73.9408187866211,40.814266204833984,0
-73.94120025634764,40.799102783203125,0
-73.95680236816406,40.802349090576165,0
-73.94991302490233,40.80210876464844,0
-73.94773864746092,40.80957412719727,0
-73.9358139038086,40.79972839355469,0
-73.94287872314453,40.79705047607422,0
-73.9372787475586,40.81014251708984,0
-73.94010162353516,40.79778671264648,0
-73.95276641845702,40.810646057128906,0
-73.9591293334961,40.814849853515625,0
-73.9364013671875,40.79896545410156,0
-73.96221923828125,40.80530548095703,0
-73.93775939941406,40.79724884033203,0
-73.93816375732422,40.79231643676758,0
-73.96226501464845,40.805625915527344,0
-73.95721435546875,40.802040100097656,0
-73.95468902587889,40.8000602722168,0
-73.95873260498048,40.79988098144531,0
-73.94396209716798,40.7955322265625,0
-73.96243286132812,40.810306549072266,0
-73.94384765625,40.8101692199707,0
-73.95738220214845,40.80408477783203,0
-73.94348907470702,40.796180725097656,0
-73.94268035888672,40.81180953979492,0
-73.93191528320312,40.79693222045898,0
-73.95458221435547,40.81581115722656,0
-73.95438385009764,40.8052864074707,0
-73.96459197998048,40.80717086791992,0
-73.9602813720703,40.813209533691406,0
-73.94081115722656,40.79280090332031,0
-73.95886993408203,40.80950927734375,0
-73.95812225341797,40.810840606689446,0
-73.95033264160156,40.806636810302734,0
-73.93418121337889,40.802982330322266,0
-73.95066833496092,40.80586624145508,0
-73.96495056152342,40.80679702758789,0
-73.93846130371094,40.80564880371094,0
-73.94051361083984,40.80572128295898,0
-73.9320297241211,40.80107879638672,0
-73.95726776123048,40.80447769165039,0
-73.95909118652342,40.8095588684082,0
-73.96185302734375,40.80562973022461,0
-73.92860412597656,40.80734634399414,0
-73.95088958740233,40.805084228515625,0
-73.9544448852539,40.80583572387695,0
-73.9388656616211,40.80499267578125,0
-73.94203186035155,40.79801940917969,0
-73.940673828125,40.79999542236328,0
-73.93901062011719,40.80224609375,0
-73.95551300048828,40.80438232421875,0
-73.95925903320312,40.809226989746094,0
-73.94864654541014,40.809036254882805,0
-73.95801544189453,40.806011199951165,0
-73.93372344970702,40.80263137817384,0
-73.95993041992188,40.8155517578125,0
-73.94873046875,40.79768753051758,0
-73.96211242675781,40.80535888671875,0
-73.96466064453125,40.80718612670898,0
-73.9459686279297,40.792728424072266,0
-73.92745971679686,40.804248809814446,0
-73.96160888671875,40.81132125854492,0
-73.95890045166014,40.80916976928711,0
-73.96092224121092,40.8022689819336,0
-73.93907165527342,40.80499649047852,0
-73.96054840087889,40.80358123779297,0
-73.94804382324217,40.798641204833984,0
-73.94585418701173,40.807910919189446,0
-73.95875549316406,40.80016326904297,0
-73.93915557861328,40.80528259277344,0
-73.94969940185547,40.812198638916016,0
-73.95602416992188,40.80359649658203,0
-73.96592712402342,40.80856704711913,0
-73.95175933837889,40.80456161499024,0
-73.9466781616211,40.80047225952149,0
-73.9641876220703,40.80791473388672,0
-73.94671630859375,40.80044174194336,0
-73.9549331665039,40.805130004882805,0
-73.9383087158203,40.805130004882805,0
-73.94084167480467,40.80842590332031,0
-73.9444808959961,40.79165649414063,0
-73.95877075195312,40.80176162719727,0
-73.93734741210938,40.80421829223633,0
-73.96278381347656,40.80913925170898,0
-73.9413070678711,40.79222869873047,0
-73.94450378417967,40.79473114013672,0
-73.96177673339844,40.80537796020508,0
-73.96005249023438,40.80134582519531,0
-73.94178009033203,40.7984504699707,0
-73.93892669677734,40.81108856201172,0
-73.94200897216798,40.79534149169922,0
-73.96173095703125,40.80538177490234,0
-73.94788360595702,40.79881286621094,0
-73.95789337158203,40.801055908203125,0
-73.9615936279297,40.81142425537109,0
-73.93885803222656,40.79731369018555,0
-73.93851470947266,40.79925155639648,0
-73.95519256591797,40.80438995361328,0
-73.93386840820312,40.80233001708984,0
-73.9534912109375,40.80709838867188,0
-73.94728088378906,40.808738708496094,0
-73.94561767578125,40.807861328125,0
-73.96235656738281,40.8048210144043,0
-73.94573211669923,40.79296112060546,0
-73.96328735351561,40.80891036987305,0
-73.94358825683594,40.7960205078125,0
-73.93636322021484,40.79892349243164,0
-73.96136474609375,40.81317138671875,0
-73.96105194091797,40.80191040039063,0
-73.95390319824217,40.80656051635742,0
-73.95372772216798,40.80678176879882,0
-73.961669921875,40.80580139160156,0
-73.96509552001953,40.80672073364258,0
-73.95982360839844,40.80839157104492,0
-73.95558166503906,40.80433654785156,0
-73.93881225585938,40.802391052246094,0
-73.9623031616211,40.81182098388672,0
-73.96479797363281,40.80691146850586,0
-73.94371032714845,40.79565048217773,0
-73.95070648193358,40.80245590209961,0
-73.94505310058594,40.793960571289055,0
-73.9477310180664,40.80535125732422,0
-73.95812225341797,40.81539916992188,0
-73.95175170898438,40.79957962036133,0
-73.96106719970702,40.806617736816406,0
-73.94654846191406,40.791778564453125,0
-73.951171875,40.81022644042969,0
-73.95232391357422,40.792510986328125,0
-73.93892669677734,40.80521011352539,0
-73.95706939697266,40.802051544189446,0
-73.95166015625,40.80962753295898,0
-73.95069885253906,40.7949104309082,0
-73.9631118774414,40.80582427978516,0
-73.93699645996092,40.80252456665039,0
-73.94166564941406,40.7987060546875,0
-73.95696258544923,40.80173873901367,0
-73.93743896484375,40.80851745605469,0
-73.93934631347656,40.80509948730469,0
-73.95123291015625,40.80527114868164,0
-73.94473266601561,40.79156112670898,0
-73.94436645507811,40.79489135742188,0
-73.93885040283203,40.802070617675774,0
-73.95938873291014,40.814163208007805,0
-73.95770263671875,40.81486892700195,0
-73.93933868408203,40.81057357788086,0
-73.94786834716798,40.80316162109375,0
-73.94841766357422,40.801490783691406,0
-73.93498229980467,40.79669570922852,0
-73.95105743408203,40.802207946777344,0
-73.95658874511719,40.80276870727539,0
-73.95307159423827,40.80685043334961,0
-73.95796203613281,40.80609893798828,0
-73.93297576904298,40.79494094848633,0
-73.94091033935547,40.814067840576165,0
-73.95948028564453,40.809356689453125,0
-73.9327392578125,40.795757293701165,0
-73.95706176757811,40.8123893737793,0
-73.96232604980467,40.81072998046875,0
-73.95635986328125,40.80318832397461,0
-73.95957946777344,40.801361083984375,0
-73.94161987304686,40.79168701171875,0
-73.93716430664062,40.81351852416992,0
-73.94908905029298,40.80769348144531,0
-73.93773651123048,40.80458068847656,0
-73.95807647705078,40.81086349487305,0
-73.94623565673827,40.81159973144531,0
-73.9580535888672,40.81605529785156,0
-73.95840454101561,40.80011367797852,0
-73.9543228149414,40.80583953857422,0
-73.93909454345702,40.80500793457031,0
-73.96441650390625,40.80747985839844,0
-73.93972778320312,40.794342041015625,0
-73.95854187011719,40.80059814453125,0
-73.94862365722656,40.79804611206056,0
-73.9378662109375,40.79684829711913,0
-73.94173431396483,40.79856872558594,0
-73.94654846191406,40.79179000854492,0
-73.95693969726561,40.80209732055664,0
-73.95486450195312,40.80504989624024,0
-73.95291900634764,40.81031036376953,0
-73.96419525146483,40.807964324951165,0
-73.95903778076173,40.81523895263672,0
-73.95901489257811,40.815059661865234,0
-73.9503173828125,40.79248428344727,0
-73.95320892333984,40.807376861572266,0
-73.9446029663086,40.794708251953125,0
-73.94461059570312,40.79434967041016,0
-73.96046447753906,40.80770111083984,0
-73.93433380126953,40.79253768920898,0
-73.93897247314453,40.8052864074707,0
-73.9637451171875,40.8081512451172,0
-73.95758056640625,40.80122756958008,0
-73.95570373535155,40.80420303344727,0
-73.95738220214845,40.8017807006836,0
-73.93647003173827,40.79460906982422,0
-73.93746948242188,40.79693222045898,0
-73.96250152587889,40.80489730834961,0
-73.9486312866211,40.797718048095696,0
-73.9448013305664,40.80291748046875,0
-73.94280242919923,40.797122955322266,0
-73.9459686279297,40.80376815795898,0
-73.95365142822266,40.806861877441406,0
-73.9513931274414,40.80269241333008,0
-73.93388366699219,40.80376815795898,0
-73.93846893310547,40.80011367797852,0
-73.94371795654298,40.792945861816406,0
-73.95915222167967,40.80191421508789,0
-73.95281982421875,40.803089141845696,0
-73.95626831054686,40.80329895019531,0
-73.9612808227539,40.811710357666016,0
-73.96257781982422,40.81005859375,0
-73.96235656738281,40.805572509765625,0
-73.9500503540039,40.80173110961913,0
-73.9417266845703,40.79853057861328,0
-73.95281982421875,40.81093978881836,0
-73.94490814208984,40.80270385742188,0
-73.95130157470702,40.7940673828125,0
-73.96047210693358,40.81256103515625,0
-73.94469451904298,40.80308532714844,0
-73.9560317993164,40.80362701416016,0
-73.95320129394531,40.8077392578125,0
-73.93833923339844,40.79623794555664,0
-73.95182037353516,40.79344177246094,0
-73.94979095458984,40.81192779541016,0
-73.93793487548828,40.79676818847656,0
-73.95488739013672,40.804935455322266,0
-73.95132446289062,40.794090270996094,0
-73.9488754272461,40.7973518371582,0
-73.9423828125,40.79896545410156,0
-73.94933319091797,40.81281661987305,0
-73.94084167480467,40.7996826171875,0
-73.94932556152342,40.80263519287109,0
-73.96240997314453,40.805000305175774,0
-73.94496154785155,40.79415512084961,0
-73.93791961669923,40.79227828979492,0
-73.9373550415039,40.80458068847656,0
-73.96122741699219,40.81199264526367,0
-73.96231079101561,40.8050193786621,0
-73.94145965576173,40.80749130249024,0
-73.96370697021484,40.80804061889648,0
-73.93782806396483,40.796974182128906,0
-73.9629364013672,40.80442810058594,0
-73.93952941894531,40.80149459838867,0
-73.95500946044923,40.80500411987305,0
-73.9407958984375,40.80564880371094,0
-73.95697784423827,40.81246948242188,0
-73.93814849853516,40.79223251342773,0
-73.95281219482422,40.81083679199219,0
-73.94715881347656,40.81037902832031,0
-73.93517303466798,40.79607391357422,0
-73.95636749267578,40.803184509277344,0
-73.94023132324217,40.79369735717773,0
-73.96410369873048,40.80800628662109,0
-73.95803070068358,40.800395965576165,0
-73.9490966796875,40.79762268066406,0
-73.95934295654298,40.81409454345703,0
-73.954345703125,40.80582427978516,0
-73.9495849609375,40.81226348876953,0
-73.94285583496092,40.81147003173828,0
-73.96379089355469,40.8081512451172,0
-73.93757629394531,40.80451965332031,0
-73.93925476074217,40.80516052246094,0
-73.94744873046875,40.796531677246094,0
-73.9612045288086,40.80648040771485,0
-73.95625305175781,40.80327987670898,0
-73.95871734619139,40.799930572509766,0
-73.96247863769531,40.81040954589844,0
-73.93855285644531,40.79610443115234,0
-73.93903350830078,40.80510330200195,0
-73.9621353149414,40.81065368652344,0
-73.93548583984375,40.8003158569336,0
-73.93537139892578,40.795989990234375,0
-73.94745635986328,40.815547943115234,0
-73.95949554443358,40.80897903442384,0
-73.9598617553711,40.81370544433594,0
-73.95989990234375,40.81555938720703,0
-73.94910430908203,40.81303024291992,0
-73.94996643066406,40.802051544189446,0
-73.94120025634764,40.79264068603516,0
-73.94443511962889,40.80936050415039,0
-73.958740234375,40.810089111328125,0
-73.95506286621092,40.79988098144531,0
-73.93563842773438,40.79576110839844,0
-73.96083068847656,40.80692672729492,0
-73.95069122314453,40.7947998046875,0
-73.94499206542967,40.80857849121094,0
-73.9622344970703,40.80562973022461,0
-73.96075439453125,40.80712890625,0
-73.95899200439453,40.809226989746094,0
-73.94412994384764,40.80088806152344,0
-73.93891906738281,40.81095123291016,0
-73.96363830566406,40.80817413330078,0
-73.94470977783203,40.806373596191406,0
-73.94464874267578,40.80617904663086,0
-73.962158203125,40.805450439453125,0
-73.93887329101561,40.80233001708984,0
-73.94518280029298,40.8077278137207,0
-73.93260955810547,40.79561614990234,0
-73.95278930664062,40.80801010131836,0
-73.96141815185547,40.8061981201172,0
-73.9388427734375,40.81047821044922,0
-73.95625305175781,40.8034782409668,0
-73.96053314208984,40.804851531982415,0
-73.94585418701173,40.80036544799805,0
-73.91883087158203,40.80733108520508,0
-73.95176696777344,40.80381774902344,0
-73.95650482177734,40.802932739257805,0
-73.94628143310547,40.80055236816406,0
-73.95333099365233,40.80229949951172,0
-73.95103454589844,40.81011199951172,0
-73.94468688964844,40.800151824951165,0
-73.93914031982422,40.80522918701172,0
-73.95912170410156,40.81471252441406,0
-73.95634460449219,40.80317306518555,0
-73.9572525024414,40.802024841308594,0
-73.94149017333984,40.79850006103516,0
-73.95256042480467,40.81100082397461,0
-73.9385986328125,40.7959213256836,0
-73.9583282470703,40.80083847045898,0
-73.93838500976561,40.80294799804688,0
-73.9485092163086,40.7945442199707,0
-73.9377670288086,40.797157287597656,0
-73.9626693725586,40.80455780029297,0
-73.93802642822266,40.80367660522461,0
-73.94078063964844,40.79312133789063,0
-73.95755004882812,40.80046844482422,0
-73.96192169189453,40.80562973022461,0
-73.93600463867188,40.803558349609375,0
-73.9435043334961,40.7958984375,0
-73.93894958496092,40.80538940429688,0
-73.95890808105469,40.80965042114258,0
-73.94014739990233,40.79389190673828,0
-73.9496841430664,40.79619598388672,0
-73.9619598388672,40.805641174316406,0
-73.93582916259764,40.80949020385742,0
-73.96456146240233,40.80727005004882,0
-73.94195556640625,40.798866271972656,0
-73.96177673339844,40.80577850341797,0
-73.9521484375,40.798931121826165,0
-73.93798065185547,40.80466842651367,0
-73.94426727294923,40.80636215209961,0
-73.9376220703125,40.80410385131836,0
-73.94902801513672,40.79433822631836,0
-73.93775939941406,40.80449676513672,0
-73.96212005615233,40.80514907836913,0
-73.94567108154298,40.807971954345696,0
-73.95594787597656,40.80369186401367,0
-73.93558502197266,40.804004669189446,0
-73.9405746459961,40.79331207275391,0
-73.94967651367188,40.80215072631836,0
-73.95680236816406,40.81288146972656,0
-73.94834899902342,40.81386947631836,0
-73.95903778076173,40.80963134765625,0
-73.95564270019531,40.80411529541016,0
-73.96389007568358,40.80818939208984,0
-73.94214630126953,40.79498291015625,0
-73.96051025390625,40.80147933959961,0
-73.94087219238281,40.8067512512207,0
-73.96151733398438,40.806270599365234,0
-73.95673370361328,40.802593231201165,0
-73.96157836914062,40.80475616455078,0
-73.94157409667967,40.79875183105469,0
-73.94637298583984,40.79214859008789,0
-73.94335174560547,40.81124114990234,0
-73.95824432373048,40.81604766845703,0
-73.9615707397461,40.81026458740234,0
-73.94601440429686,40.80375289916992,0
-73.9610824584961,40.801944732666016,0
-73.94015502929686,40.809375762939446,0
-73.96199035644531,40.80556106567384,0
-73.94453430175781,40.791751861572266,0
-73.9413833618164,40.79269409179688,0
-73.94980621337889,40.796096801757805,0
-73.96180725097656,40.80550003051758,0
-73.95237731933594,40.80865859985352,0
-73.93971252441406,40.798355102539055,0
-73.94673156738281,40.80075454711913,0
-73.96115112304686,40.812049865722656,0
-73.95269012451173,40.79832077026367,0
-73.9637451171875,40.80855941772461,0
-73.95977020263672,40.81393051147461,0
-73.94068145751953,40.79983139038086,0
-73.9471435546875,40.7998504638672,0
-73.94061279296875,40.7932014465332,0
-73.96012115478516,40.804534912109375,0
-73.96217346191406,40.80538940429688,0
